,Unnamed: 0,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,venue_id,day_of_the_week,month,year,holiday,kick_off_time_hour,home_team_id,capacity,away_team_id,home_C大阪,away_C大阪,home_FC東京,away_FC東京,home_G大阪,away_G大阪,home_京都,away_京都,home_仙台,away_仙台,home_千葉,away_千葉,home_名古屋,away_名古屋,home_大分,away_大分,home_大宮,away_大宮,home_山形,away_山形,home_川崎F,away_川崎F,home_広島,away_広島,home_徳島,away_徳島,home_新潟,away_新潟,home_札幌,away_札幌,home_東京V,away_東京V,home_松本,away_松本,home_柏,away_柏,home_横浜FC,away_横浜FC,home_横浜FM,away_横浜FM,home_浦和,away_浦和,home_清水,away_清水,home_湘南,away_湘南,home_甲府,away_甲府,home_磐田,away_磐田,home_神戸,away_神戸,home_福岡,away_福岡,home_鳥栖,away_鳥栖,home_鹿島,away_鹿島,score
939,939,11637,2009-03-21,15:04,3,1,横浜FM,柏,日産スタジアム,1,14.4,41.0,18180,41,6,3,2009,0,15,19,72081,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
940,940,11638,2009-03-21,16:00,3,1,大分,新潟,九州石油ドーム,2,18.3,49.0,16708,22,6,3,2009,0,16,7,31997,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
941,941,11639,2009-03-22,13:03,3,2,名古屋,清水,名古屋市瑞穂陸上競技場,29,17.1,86.0,13074,26,0,3,2009,0,13,6,20223,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
942,942,11640,2009-03-22,13:04,3,2,京都,G大阪,京都市西京極総合運動公園陸上競技場兼球技場,12,16.0,83.0,14085,23,0,3,2009,0,13,3,20588,2,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
943,943,11641,2009-03-22,16:03,3,2,鹿島,広島,県立カシマサッカースタジアム,34,16.4,75.0,17492,52,0,3,2009,0,16,28,37496,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
944,944,11642,2009-03-22,16:03,3,2,千葉,川崎F,フクダ電子アリーナ,12,17.3,72.0,14544,14,0,3,2009,0,16,5,19470,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
945,945,11643,2009-04-04,13:04,4,1,G大阪,広島,万博記念競技場,14,11.8,59.0,15644,21,6,4,2009,0,13,2,21000,11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
946,946,11644,2009-04-04,14:03,4,1,鹿島,京都,県立カシマサッカースタジアム,26,17.6,43.0,17254,52,6,4,2009,0,14,28,37496,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
947,947,11645,2009-04-04,15:05,4,1,川崎F,名古屋,等々力陸上競技場,12,18.3,42.0,20148,55,6,4,2009,0,15,10,26827,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
948,948,11646,2009-04-04,16:03,4,1,浦和,大分,埼玉スタジアム2002,12,17.4,41.0,45542,29,6,4,2009,0,16,20,62010,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
949,949,11647,2009-04-04,16:03,4,1,新潟,横浜FM,東北電力ビッグスワンスタジアム,32,11.8,64.0,32022,45,6,4,2009,0,16,13,41684,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
950,950,11648,2009-04-04,19:04,4,1,柏,大宮,日立柏サッカー場,32,14.1,55.0,8727,42,6,4,2009,0,19,17,15109,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
951,951,11649,2009-04-04,19:04,4,1,磐田,FC東京,ヤマハスタジアム(磐田),32,11.1,92.0,8716,17,6,4,2009,0,19,24,15165,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
952,952,11650,2009-04-05,13:04,4,2,山形,千葉,NDソフトスタジアム山形,1,15.9,31.0,9172,2,0,4,2009,0,13,9,20784,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
953,953,11651,2009-04-05,16:04,4,2,神戸,清水,ホームズスタジアム神戸,0,16.1,53.0,10020,16,0,4,2009,0,16,25,28425,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1
954,954,11652,2009-04-11,14:05,5,1,大分,山形,九州石油ドーム,1,22.4,41.0,18461,22,6,4,2009,0,14,7,31997,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
955,955,11653,2009-04-11,15:05,5,1,横浜FM,神戸,ニッパツ三ツ沢球技場,1,22.5,26.0,12912,11,6,4,2009,0,15,19,15440,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1
956,956,11654,2009-04-11,16:03,5,1,千葉,磐田,フクダ電子アリーナ,1,20.6,44.0,14496,14,6,4,2009,0,16,5,19470,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5
957,957,11655,2009-04-11,19:04,5,1,京都,新潟,京都市西京極総合運動公園陸上競技場兼球技場,1,20.1,26.0,10515,23,6,4,2009,0,19,3,20588,13,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
958,958,11656,2009-04-11,19:04,5,1,広島,柏,広島ビッグアーチ,1,14.8,58.0,11909,38,6,4,2009,0,19,11,36894,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
959,959,11657,2009-04-12,13:04,5,2,FC東京,鹿島,味の素スタジアム,1,21.9,42.0,32913,27,0,4,2009,0,13,1,48999,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
960,960,11658,2009-04-12,13:03,5,2,清水,川崎F,アウトソーシングスタジアム日本平,1,21.5,28.0,17256,5,0,4,2009,0,13,21,20248,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
961,961,11659,2009-04-12,16:00,5,2,大宮,G大阪,NACK5スタジアム大宮,1,21.7,35.0,11536,1,0,4,2009,0,16,8,15491,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
962,962,11660,2009-04-12,16:03,5,2,名古屋,浦和,豊田スタジアム,0,19.7,49.0,32435,56,0,4,2009,0,16,6,41255,20,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
963,963,11661,2009-04-17,19:33,6,1,G大阪,山形,万博記念競技場,12,14.4,52.0,10159,21,5,4,2009,0,19,2,21000,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
964,964,11662,2009-04-18,13:04,6,2,柏,名古屋,日立柏サッカー場,26,20.3,45.0,10368,42,6,4,2009,0,13,17,15109,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
965,965,11663,2009-04-18,14:04,6,2,新潟,広島,東北電力ビッグスワンスタジアム,1,19.7,23.0,30169,45,6,4,2009,0,14,13,41684,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
966,966,11664,2009-04-18,15:05,6,2,鹿島,横浜FM,県立カシマサッカースタジアム,2,16.1,64.0,18730,52,6,4,2009,0,15,28,37496,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
967,967,11665,2009-04-18,16:03,6,2,川崎F,大宮,等々力陸上競技場,12,18.3,53.0,16224,55,6,4,2009,0,16,10,26827,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
968,968,11666,2009-04-18,19:04,6,2,浦和,京都,埼玉スタジアム2002,12,17.1,62.0,41836,29,6,4,2009,0,19,20,62010,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
969,969,11667,2009-04-18,19:04,6,2,FC東京,千葉,国立競技場,1,15.8,69.0,27486,28,6,4,2009,0,19,1,54224,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
970,970,11668,2009-04-19,13:03,6,3,磐田,清水,エコパスタジアム,1,23.5,45.0,22152,6,0,4,2009,0,13,24,51697,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1
971,971,11669,2009-04-19,16:05,6,3,神戸,大分,ホームズスタジアム神戸,1,23.8,36.0,13462,16,0,4,2009,0,16,25,28425,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
972,972,11670,2009-04-25,13:01,7,1,大宮,新潟,埼玉スタジアム2002,32,12.9,78.0,15759,29,6,4,2009,0,13,8,62010,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
973,973,11671,2009-04-25,13:04,7,1,清水,柏,アウトソーシングスタジアム日本平,32,13.4,87.0,9756,5,6,4,2009,0,13,21,20248,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
974,974,11672,2009-04-25,14:04,7,1,山形,鹿島,NDソフトスタジアム山形,32,9.7,72.0,16658,2,6,4,2009,0,14,9,20784,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
975,975,11673,2009-04-25,16:03,7,1,千葉,浦和,フクダ電子アリーナ,32,15.3,82.0,15428,14,6,4,2009,0,16,5,19470,20,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
976,976,11674,2009-04-25,19:04,7,1,京都,磐田,京都市西京極総合運動公園陸上競技場兼球技場,34,16.1,94.0,6851,23,6,4,2009,0,19,3,20588,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,-1
977,977,11675,2009-04-25,19:05,7,1,大分,FC東京,九州石油ドーム,26,16.9,43.0,17246,22,6,4,2009,0,19,7,31997,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
978,978,11676,2009-04-26,13:04,7,2,広島,川崎F,広島ビッグアーチ,12,12.3,55.0,13896,38,0,4,2009,0,13,11,36894,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
979,979,11677,2009-04-26,14:04,7,2,神戸,G大阪,ホームズスタジアム神戸,0,17.1,50.0,20721,16,0,4,2009,0,14,25,28425,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
980,980,11678,2009-04-26,16:04,7,2,名古屋,横浜FM,名古屋市瑞穂陸上競技場,26,12.8,57.0,12500,26,0,4,2009,0,16,6,20223,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
981,981,11679,2009-04-29,13:03,8,1,川崎F,京都,等々力陸上競技場,1,19.4,27.0,16253,55,3,4,2009,1,13,10,26827,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
982,982,11680,2009-04-29,13:04,8,1,新潟,千葉,東北電力ビッグスワンスタジアム,1,16.4,54.0,34060,45,3,4,2009,1,13,13,41684,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
983,983,11681,2009-04-29,14:05,8,1,大宮,山形,NACK5スタジアム大宮,1,22.6,23.0,11263,1,3,4,2009,1,14,8,15491,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
984,984,11682,2009-04-29,14:01,8,1,名古屋,広島,名古屋市瑞穂陸上競技場,1,22.6,28.0,12137,26,3,4,2009,1,14,6,20223,11,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-3
985,985,11683,2009-04-29,16:04,8,1,柏,大分,日立柏サッカー場,1,18.7,27.0,9058,42,3,4,2009,1,16,17,15109,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
986,986,11684,2009-04-29,16:04,8,1,清水,浦和,エコパスタジアム,1,17.3,30.0,30851,6,3,4,2009,1,16,21,51697,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
987,987,11685,2009-04-29,17:04,8,1,横浜FM,磐田,日産スタジアム,1,16.9,41.0,28317,41,3,4,2009,1,17,19,72081,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
988,988,11686,2009-04-29,19:04,8,1,鹿島,神戸,県立カシマサッカースタジアム,1,14.0,60.0,14473,52,3,4,2009,1,19,28,37496,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
989,989,11687,2009-04-29,19:03,8,1,G大阪,FC東京,万博記念競技場,1,16.0,32.0,16853,21,3,4,2009,1,19,2,21000,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
990,990,11688,2009-05-02,13:04,9,1,山形,柏,NDソフトスタジアム山形,1,25.8,23.0,11071,2,6,5,2009,0,13,9,20784,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
991,991,11689,2009-05-02,13:03,9,1,磐田,神戸,ヤマハスタジアム(磐田),1,23.6,40.0,12132,17,6,5,2009,0,13,24,15165,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0
992,992,11690,2009-05-02,14:03,9,1,大分,G大阪,九州石油ドーム,1,23.3,39.0,19306,22,6,5,2009,0,14,7,31997,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
993,993,11691,2009-05-02,15:05,9,1,横浜FM,川崎F,日産スタジアム,1,23.1,40.0,28016,41,6,5,2009,0,15,19,72081,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
994,994,11692,2009-05-02,16:03,9,1,千葉,鹿島,フクダ電子アリーナ,1,23.1,35.0,17009,14,6,5,2009,0,16,5,19470,28,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
995,995,11693,2009-05-02,16:04,9,1,京都,名古屋,京都市西京極総合運動公園陸上競技場兼球技場,1,24.1,38.0,10950,23,6,5,2009,0,16,3,20588,6,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2
996,996,11694,2009-05-02,16:04,9,1,広島,清水,広島ビッグアーチ,1,20.3,52.0,14584,38,6,5,2009,0,16,11,36894,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1
997,997,11695,2009-05-02,19:03,9,1,浦和,新潟,埼玉スタジアム2002,1,19.9,60.0,50284,29,6,5,2009,0,19,20,62010,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
998,998,11696,2009-05-02,19:04,9,1,FC東京,大宮,味の素スタジアム,1,19.3,42.0,18886,27,6,5,2009,0,19,1,48999,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
999,999,11697,2009-05-05,13:03,10,1,新潟,磐田,東北電力ビッグスワンスタジアム,1,22.4,49.0,40268,45,2,5,2009,1,13,13,41684,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
1000,1000,11698,2009-05-05,14:03,10,1,大宮,大分,NACK5スタジアム大宮,32,18.6,79.0,7796,1,2,5,2009,1,14,8,15491,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1001,1001,11699,2009-05-05,14:04,10,1,京都,横浜FM,京都市西京極総合運動公園陸上競技場兼球技場,14,18.4,61.0,11609,23,2,5,2009,1,14,3,20588,19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3
1002,1002,11700,2009-05-05,16:04,10,1,柏,浦和,国立競技場,32,16.1,95.0,32854,28,2,5,2009,1,16,17,54224,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1003,1003,11701,2009-05-05,16:04,10,1,神戸,山形,ホームズスタジアム神戸,0,20.0,61.0,10574,16,2,5,2009,1,16,25,28425,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1
1004,1004,11702,2009-05-05,19:04,10,1,清水,千葉,アウトソーシングスタジアム日本平,32,15.2,86.0,15129,5,2,5,2009,1,19,21,20248,5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1005,1005,11703,2009-05-05,19:04,10,1,広島,FC東京,広島ビッグアーチ,34,16.0,94.0,15342,38,2,5,2009,1,19,11,36894,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1006,1006,11704,2009-07-01,19:05,10,2,川崎F,G大阪,等々力陸上競技場,12,24.9,78.0,15903,55,3,7,2009,0,19,10,26827,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
1007,1007,11705,2009-07-01,19:03,10,2,名古屋,鹿島,名古屋市瑞穂陸上競技場,14,27.1,78.0,9661,26,3,7,2009,0,19,6,20223,28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
