,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,venue_id,day_of_the_week,month,year,kick_off_time_hour,home_team_id,capacity,away_team_id
396,10075,2007-05-12,14:05,11,1,横浜FM,名古屋,日産スタジアム,1,22.6,43.0,19074,41,6,5,2007,14,19,72081,6
397,10076,2007-05-12,14:04,11,1,広島,横浜FC,広島ビッグアーチ,12,21.8,37.0,13636,38,6,5,2007,14,11,36894,18
398,10077,2007-05-12,15:04,11,1,清水,新潟,日本平スタジアム,1,20.1,66.0,12197,40,6,5,2007,15,21,20248,13
399,10078,2007-05-12,16:04,11,1,柏,大分,日立柏サッカー場,1,22.7,39.0,9374,42,6,5,2007,16,17,15109,7
400,10079,2007-05-12,19:00,11,1,鹿島,磐田,県立カシマサッカースタジアム,1,19.9,60.0,13259,52,6,5,2007,19,28,37496,24
401,10080,2007-05-12,19:04,11,1,FC東京,千葉,味の素スタジアム,1,18.8,65.0,21821,27,6,5,2007,19,1,48999,5
402,10081,2007-05-13,14:04,11,2,甲府,川崎F,山梨県小瀬スポーツ公園陸上競技場,1,26.5,19.0,12686,35,0,5,2007,14,23,15859,10
403,10082,2007-05-13,15:03,11,2,神戸,大宮,ホームズスタジアム神戸,1,22.2,31.0,7769,16,0,5,2007,15,25,28425,8
404,10083,2007-05-13,16:03,11,2,浦和,G大阪,埼玉スタジアム2002,1,22.6,63.0,55258,29,0,5,2007,16,20,62010,2
405,10084,2007-05-19,13:00,12,1,G大阪,柏,万博記念競技場,42,18.3,58.0,13765,21,6,5,2007,13,2,21000,17
406,10085,2007-05-19,14:04,12,1,新潟,鹿島,東北電力ビッグスワンスタジアム,12,16.6,69.0,38268,45,6,5,2007,14,13,41684,28
407,10086,2007-05-19,14:02,12,1,名古屋,浦和,豊田スタジアム,0,20.4,51.0,34347,56,6,5,2007,14,6,41255,20
408,10087,2007-05-19,14:05,12,1,大分,川崎F,九州石油ドーム,9,20.9,55.0,15371,22,6,5,2007,14,7,31997,10
409,10088,2007-05-19,16:00,12,1,大宮,横浜FC,さいたま市浦和駒場スタジアム,23,16.3,82.0,9466,4,6,5,2007,16,8,21500,18
410,10089,2007-05-19,16:00,12,1,千葉,広島,フクダ電子アリーナ,12,20.8,63.0,10983,14,6,5,2007,16,5,19470,11
411,10090,2007-05-19,19:04,12,1,甲府,清水,山梨県小瀬スポーツ公園陸上競技場,12,19.9,30.0,12422,35,6,5,2007,19,23,15859,21
412,10091,2007-05-20,15:04,12,2,磐田,神戸,ヤマハスタジアム(磐田),1,22.4,42.0,12149,17,0,5,2007,15,24,15165,25
413,10092,2007-05-20,16:01,12,2,横浜FM,FC東京,日産スタジアム,1,21.7,29.0,25811,41,0,5,2007,16,19,72081,1
414,10093,2007-05-26,13:03,13,1,横浜FC,大分,横浜市三ツ沢公園球技場,1,27.5,38.0,4935,49,6,5,2007,13,18,15440,7
415,10094,2007-05-26,15:04,13,1,FC東京,名古屋,味の素スタジアム,1,27.2,37.0,22679,27,6,5,2007,15,1,48999,6
416,10095,2007-05-26,15:03,13,1,神戸,柏,ホームズスタジアム神戸,1,25.9,42.0,9173,16,6,5,2007,15,25,28425,17
417,10096,2007-05-26,16:03,13,1,鹿島,甲府,県立カシマサッカースタジアム,1,23.9,47.0,10081,52,6,5,2007,16,28,37496,23
418,10097,2007-05-26,19:04,13,1,千葉,G大阪,フクダ電子アリーナ,1,23.7,59.0,14405,14,6,5,2007,19,5,19470,2
419,10098,2007-05-26,19:04,13,1,広島,清水,広島ビッグアーチ,1,19.6,70.0,10514,38,6,5,2007,19,11,36894,21
420,10099,2007-05-27,15:04,13,2,浦和,横浜FM,埼玉スタジアム2002,1,27.9,31.0,51829,29,0,5,2007,15,20,62010,19
421,10100,2007-05-27,15:00,13,2,川崎F,大宮,等々力陸上競技場,2,28.8,24.0,14033,55,0,5,2007,15,10,26827,8
422,10101,2007-05-27,16:03,13,2,磐田,新潟,ヤマハスタジアム(磐田),1,26.7,33.0,11734,17,0,5,2007,16,24,15165,13
423,10102,2007-06-09,13:04,14,1,柏,大宮,柏の葉公園総合競技場,12,24.1,44.0,12730,48,6,6,2007,13,17,20000,8
424,10103,2007-06-09,14:05,14,1,G大阪,横浜FC,万博記念競技場,13,20.3,72.0,19752,21,6,6,2007,14,2,21000,18
425,10104,2007-06-09,15:04,14,1,新潟,神戸,東北電力ビッグスワンスタジアム,12,23.7,57.0,38667,45,6,6,2007,15,13,41684,25
426,10105,2007-06-09,15:00,14,1,大分,鹿島,九州石油ドーム,12,22.8,53.0,21804,22,6,6,2007,15,7,31997,28
427,10106,2007-06-09,19:03,14,1,横浜FM,千葉,日産スタジアム,32,20.8,75.0,23028,41,6,6,2007,19,19,72081,5
428,10107,2007-06-09,19:04,14,1,名古屋,川崎F,豊田スタジアム,0,17.3,82.0,21190,56,6,6,2007,19,6,41255,10
429,10108,2007-06-10,14:02,14,2,甲府,磐田,山梨県小瀬スポーツ公園陸上競技場,12,20.3,64.0,11389,35,0,6,2007,14,23,15859,24
430,10109,2007-06-10,16:04,14,2,清水,FC東京,日本平スタジアム,1,24.5,55.0,15322,40,0,6,2007,16,21,20248,1
431,10110,2007-08-01,19:32,14,3,浦和,広島,埼玉スタジアム2002,1,28.8,70.0,38682,29,3,8,2007,19,20,62010,11
432,10111,2007-06-16,13:03,15,1,神戸,大分,ホームズスタジアム神戸,1,26.5,51.0,13966,16,6,6,2007,13,25,28425,7
433,10112,2007-06-16,14:05,15,1,川崎F,柏,等々力陸上競技場,1,31.7,19.0,15244,55,6,6,2007,14,10,26827,17
434,10113,2007-06-16,15:04,15,1,清水,横浜FM,日本平スタジアム,1,25.5,64.0,15078,40,6,6,2007,15,21,20248,19
435,10114,2007-06-16,16:00,15,1,鹿島,広島,県立カシマサッカースタジアム,1,22.1,53.0,10524,52,6,6,2007,16,28,37496,11
436,10115,2007-06-16,16:04,15,1,G大阪,名古屋,万博記念競技場,1,28.5,34.0,20473,21,6,6,2007,16,2,21000,6
437,10116,2007-06-16,19:00,15,1,大宮,新潟,さいたま市浦和駒場スタジアム,1,22.9,49.0,16795,4,6,6,2007,19,8,21500,13
438,10117,2007-06-16,19:04,15,1,横浜FC,磐田,日産スタジアム,1,23.6,44.0,13605,41,6,6,2007,19,18,72081,24
439,10118,2007-06-17,16:03,15,2,千葉,甲府,フクダ電子アリーナ,1,23.4,55.0,13229,14,0,6,2007,16,5,19470,23
440,10119,2007-06-17,16:04,15,2,FC東京,浦和,味の素スタジアム,1,23.5,59.0,38439,27,0,6,2007,16,1,48999,20
441,10120,2007-06-20,19:05,16,1,浦和,神戸,さいたま市浦和駒場スタジアム,1,26.1,61.0,16709,4,3,6,2007,19,20,21500,25
442,10121,2007-06-20,19:04,16,1,柏,鹿島,日立柏サッカー場,1,23.8,72.0,10273,42,3,6,2007,19,17,15109,28
443,10122,2007-06-20,19:04,16,1,FC東京,甲府,味の素スタジアム,1,24.7,65.0,17264,27,3,6,2007,19,1,48999,23
444,10123,2007-06-20,19:00,16,1,横浜FM,G大阪,横浜市三ツ沢公園球技場,1,23.9,70.0,13956,49,3,6,2007,19,19,15440,2
445,10124,2007-06-20,19:03,16,1,新潟,横浜FC,東北電力ビッグスワンスタジアム,1,25.2,61.0,36182,45,3,6,2007,19,13,41684,18
446,10125,2007-06-20,19:04,16,1,磐田,大宮,ヤマハスタジアム(磐田),1,23.4,82.0,9292,17,3,6,2007,19,24,15165,8
447,10126,2007-06-20,19:03,16,1,名古屋,清水,名古屋市瑞穂陸上競技場,1,24.3,74.0,9416,26,3,6,2007,19,6,20223,21
448,10127,2007-06-20,19:04,16,1,広島,川崎F,広島ビッグアーチ,12,22.9,86.0,6037,38,3,6,2007,19,11,36894,10
449,10128,2007-06-20,19:05,16,1,大分,千葉,九州石油ドーム,0,23.7,82.0,15508,22,3,6,2007,19,7,31997,5
450,10129,2007-06-23,14:04,17,1,清水,浦和,日本平スタジアム,1,27.1,57.0,20300,40,6,6,2007,14,21,20248,20
451,10130,2007-06-23,15:00,17,1,川崎F,磐田,等々力陸上競技場,1,29.7,32.0,16614,55,6,6,2007,15,10,26827,24
452,10131,2007-06-23,16:03,17,1,千葉,新潟,フクダ電子アリーナ,1,27.6,47.0,15069,14,6,6,2007,16,5,19470,13
453,10132,2007-06-23,17:03,17,1,横浜FC,柏,横浜市三ツ沢公園球技場,1,24.3,57.0,7232,49,6,6,2007,17,18,15440,17
454,10133,2007-06-23,19:04,17,1,甲府,大分,山梨県小瀬スポーツ公園陸上競技場,12,25.3,61.0,11298,35,6,6,2007,19,23,15859,7
455,10134,2007-06-23,19:01,17,1,G大阪,FC東京,万博記念競技場,1,25.8,57.0,15640,21,6,6,2007,19,2,21000,1
456,10135,2007-06-23,19:04,17,1,神戸,広島,ホームズスタジアム神戸,1,26.8,48.0,10362,16,6,6,2007,19,25,28425,11
457,10136,2007-06-24,15:00,17,2,大宮,横浜FM,さいたま市浦和駒場スタジアム,32,23.4,71.0,10051,4,0,6,2007,15,8,21500,19
458,10137,2007-06-24,16:00,17,2,鹿島,名古屋,県立カシマサッカースタジアム,32,23.7,75.0,14317,52,0,6,2007,16,28,37496,6
459,10138,2007-06-30,13:03,18,1,名古屋,甲府,名古屋市瑞穂陸上競技場,1,32.5,45.0,10264,26,6,6,2007,13,6,20223,23
460,10139,2007-06-30,14:06,18,1,横浜FC,千葉,日産スタジアム,12,26.9,61.0,43117,41,6,6,2007,14,18,72081,5
461,10140,2007-06-30,16:00,18,1,鹿島,FC東京,県立カシマサッカースタジアム,12,22.8,71.0,15712,52,6,6,2007,16,28,37496,1
462,10141,2007-06-30,16:00,18,1,大宮,G大阪,さいたま市浦和駒場スタジアム,12,23.8,67.0,10049,4,6,6,2007,16,8,21500,2
463,10142,2007-06-30,16:04,18,1,柏,清水,日立柏サッカー場,12,23.2,71.0,11489,42,6,6,2007,16,17,15109,21
464,10143,2007-06-30,16:03,18,1,新潟,広島,東北電力ビッグスワンスタジアム,12,24.1,68.0,40858,45,6,6,2007,16,13,41684,11
465,10144,2007-06-30,19:00,18,1,川崎F,神戸,等々力陸上競技場,42,23.6,66.0,17299,55,6,6,2007,19,10,26827,25
466,10145,2007-06-30,19:01,18,1,磐田,浦和,エコパスタジアム,14,23.9,80.0,35072,6,6,6,2007,19,24,51697,20
467,10146,2007-06-30,19:04,18,1,大分,横浜FM,九州石油ドーム,12,26.3,69.0,20315,22,6,6,2007,19,7,31997,19
468,10147,2007-08-11,19:02,19,1,浦和,柏,埼玉スタジアム2002,1,30.0,67.0,47359,29,6,8,2007,19,20,62010,17
469,10148,2007-08-11,19:04,19,1,千葉,川崎F,フクダ電子アリーナ,1,27.5,82.0,16070,14,6,8,2007,19,5,19470,10
470,10149,2007-08-11,19:04,19,1,FC東京,大分,味の素スタジアム,1,29.7,60.0,20689,27,6,8,2007,19,1,48999,7
471,10150,2007-08-11,19:00,19,1,横浜FM,横浜FC,日産スタジアム,1,29.3,66.0,53916,41,6,8,2007,19,19,72081,18
472,10151,2007-08-11,19:03,19,1,清水,大宮,日本平スタジアム,1,26.9,79.0,15047,40,6,8,2007,19,21,20248,8
473,10152,2007-08-11,19:03,19,1,G大阪,新潟,万博記念競技場,1,28.8,66.0,18112,21,6,8,2007,19,2,21000,13
474,10153,2007-08-11,19:05,19,1,神戸,磐田,ホームズスタジアム神戸,1,28.0,78.0,12624,16,6,8,2007,19,25,28425,24
475,10154,2007-08-12,18:34,19,2,甲府,鹿島,山梨県小瀬スポーツ公園陸上競技場,1,28.8,58.0,14316,35,0,8,2007,18,23,15859,28
476,10155,2007-08-12,18:04,19,2,広島,名古屋,広島ビッグアーチ,1,28.1,62.0,12595,38,0,8,2007,18,11,36894,6
477,10156,2007-08-15,19:03,20,1,鹿島,千葉,県立カシマサッカースタジアム,1,29.8,73.0,19600,52,3,8,2007,19,28,37496,5
478,10157,2007-08-15,19:00,20,1,大宮,神戸,さいたま市浦和駒場スタジアム,1,32.6,56.0,6440,4,3,8,2007,19,8,21500,25
479,10158,2007-08-15,19:04,20,1,柏,広島,日立柏サッカー場,2,30.2,68.0,10636,42,3,8,2007,19,17,15109,11
480,10159,2007-08-15,19:00,20,1,川崎F,横浜FM,等々力陸上競技場,1,30.8,64.0,18095,55,3,8,2007,19,10,26827,19
481,10160,2007-08-15,19:03,20,1,横浜FC,甲府,横浜市三ツ沢公園球技場,1,29.1,71.0,5606,49,3,8,2007,19,18,15440,23
482,10161,2007-08-15,19:01,20,1,新潟,名古屋,東北電力ビッグスワンスタジアム,1,29.4,77.0,42015,45,3,8,2007,19,13,41684,6
483,10162,2007-08-15,19:04,20,1,磐田,FC東京,ヤマハスタジアム(磐田),1,29.1,81.0,14854,17,3,8,2007,19,24,15165,1
484,10163,2007-08-15,19:03,20,1,G大阪,浦和,万博記念競技場,1,30.2,64.0,20982,21,3,8,2007,19,2,21000,20
485,10164,2007-08-15,19:05,20,1,大分,清水,九州石油ドーム,1,29.3,63.0,20391,22,3,8,2007,19,7,31997,21
486,10165,2007-08-18,19:03,21,1,千葉,磐田,フクダ電子アリーナ,12,25.8,69.0,16718,14,6,8,2007,19,5,19470,24
487,10166,2007-08-18,18:34,21,1,FC東京,柏,味の素スタジアム,12,26.8,67.0,25373,27,6,8,2007,18,1,48999,17
488,10167,2007-08-18,19:05,21,1,横浜FC,G大阪,横浜市三ツ沢公園球技場,12,25.8,72.0,8426,49,6,8,2007,19,18,15440,2
489,10168,2007-08-18,18:34,21,1,甲府,浦和,国立競技場,12,26.4,68.0,36756,28,6,8,2007,18,23,54224,20
490,10169,2007-08-18,19:03,21,1,清水,川崎F,日本平スタジアム,32,25.2,89.0,19073,40,6,8,2007,19,21,20248,10
491,10170,2007-08-18,19:03,21,1,名古屋,横浜FM,名古屋市瑞穂陸上競技場,1,28.2,75.0,15703,26,6,8,2007,19,6,20223,19
492,10171,2007-08-18,18:05,21,1,広島,大分,広島ビッグアーチ,1,29.1,71.0,10402,38,6,8,2007,18,11,36894,7
493,10172,2007-08-19,18:01,21,2,大宮,鹿島,熊谷スポーツ文化公園陸上競技場,18,30.1,64.0,13889,51,0,8,2007,18,8,15002,28
494,10173,2007-08-19,19:05,21,2,神戸,新潟,神戸総合運動公園ユニバー記念競技場,42,24.4,81.0,9116,54,0,8,2007,19,25,35910,13
495,10174,2007-08-25,19:05,22,1,鹿島,横浜FC,県立カシマサッカースタジアム,1,26.6,81.0,15957,52,6,8,2007,19,28,37496,18
496,10175,2007-08-25,19:04,22,1,浦和,FC東京,埼玉スタジアム2002,1,28.4,74.0,46951,29,6,8,2007,19,20,62010,1
497,10176,2007-08-25,19:05,22,1,柏,千葉,日立柏サッカー場,1,29.3,70.0,10801,42,6,8,2007,19,17,15109,5
498,10177,2007-08-25,19:00,22,1,川崎F,G大阪,等々力陸上競技場,1,28.3,68.0,19789,55,6,8,2007,19,10,26827,2
499,10178,2007-08-25,19:03,22,1,磐田,甲府,ヤマハスタジアム(磐田),1,27.8,82.0,12757,17,6,8,2007,19,24,15165,23
500,10179,2007-08-25,19:03,22,1,名古屋,大宮,名古屋市瑞穂陸上競技場,1,30.7,39.0,10804,26,6,8,2007,19,6,20223,8
501,10180,2007-08-25,19:05,22,1,大分,神戸,九州石油ドーム,1,28.3,75.0,17910,22,6,8,2007,19,7,31997,25
502,10181,2007-08-26,19:03,22,2,横浜FM,広島,日産スタジアム,1,27.8,75.0,19007,41,0,8,2007,19,19,72081,11
503,10182,2007-08-26,18:04,22,2,新潟,清水,東北電力ビッグスワンスタジアム,12,27.5,70.0,39912,45,0,8,2007,18,13,41684,21
504,10183,2007-08-29,19:04,23,1,大宮,柏,さいたま市浦和駒場スタジアム,14,24.0,76.0,6149,4,3,8,2007,19,8,21500,17
505,10184,2007-08-29,19:03,23,1,千葉,大分,フクダ電子アリーナ,12,24.8,79.0,10447,14,3,8,2007,19,5,19470,7
506,10185,2007-08-29,19:05,23,1,川崎F,名古屋,等々力陸上競技場,32,24.9,77.0,13185,55,3,8,2007,19,10,26827,6
507,10186,2007-08-29,19:03,23,1,横浜FM,磐田,横浜市三ツ沢公園球技場,34,23.2,90.0,10828,49,3,8,2007,19,19,15440,24
508,10187,2007-08-29,19:04,23,1,甲府,新潟,山梨県小瀬スポーツ公園陸上競技場,12,26.1,74.0,9038,35,3,8,2007,19,23,15859,13
509,10188,2007-08-29,19:03,23,1,清水,横浜FC,日本平スタジアム,12,25.6,86.0,14167,40,3,8,2007,19,21,20248,18
510,10189,2007-08-29,19:04,23,1,G大阪,鹿島,石川県西部緑地公園陸上競技場,32,25.4,76.0,16152,53,3,8,2007,19,2,20261,28
511,10190,2007-08-29,19:03,23,1,神戸,浦和,神戸総合運動公園ユニバー記念競技場,1,26.9,80.0,20067,54,3,8,2007,19,25,35910,20
512,10191,2007-08-29,19:04,23,1,広島,FC東京,広島ビッグアーチ,12,24.3,90.0,7122,38,3,8,2007,19,11,36894,1
513,10192,2007-09-01,18:30,24,1,鹿島,川崎F,県立カシマサッカースタジアム,12,22.1,75.0,14856,52,6,9,2007,18,28,37496,10
514,10193,2007-09-01,18:03,24,1,浦和,大宮,埼玉スタジアム2002,12,22.6,73.0,49810,29,6,9,2007,18,20,62010,8
515,10194,2007-09-01,18:34,24,1,FC東京,神戸,国立競技場,12,22.6,64.0,23968,28,6,9,2007,18,1,54224,25
516,10195,2007-09-01,19:04,24,1,横浜FC,広島,横浜市三ツ沢公園球技場,12,23.0,63.0,6341,49,6,9,2007,19,18,15440,11
517,10196,2007-09-01,19:04,24,1,新潟,千葉,東北電力ビッグスワンスタジアム,12,24.6,63.0,40488,45,6,9,2007,19,13,41684,5
518,10197,2007-09-01,19:03,24,1,磐田,清水,エコパスタジアム,12,23.8,76.0,33678,6,6,9,2007,19,24,51697,21
519,10198,2007-09-01,19:04,24,1,名古屋,G大阪,名古屋市瑞穂陸上競技場,1,26.0,75.0,18425,26,6,9,2007,19,6,20223,2
520,10199,2007-09-02,18:32,24,2,柏,横浜FM,国立競技場,12,23.7,62.0,23569,28,0,9,2007,18,17,54224,19
521,10200,2007-09-02,19:05,24,2,大分,甲府,九州石油ドーム,1,28.6,65.0,14830,22,0,9,2007,19,7,31997,23
522,10201,2007-09-15,19:04,25,1,大宮,磐田,さいたま市浦和駒場スタジアム,1,27.1,73.0,8432,4,6,9,2007,19,8,21500,24
523,10202,2007-09-15,19:03,25,1,千葉,神戸,フクダ電子アリーナ,1,26.1,77.0,13272,14,6,9,2007,19,5,19470,25
524,10203,2007-09-15,19:03,25,1,川崎F,大分,等々力陸上競技場,1,27.2,73.0,15535,55,6,9,2007,19,10,26827,7
525,10204,2007-09-15,19:04,25,1,横浜FC,FC東京,国立競技場,1,26.7,74.0,13835,28,6,9,2007,19,18,54224,1
526,10205,2007-09-15,15:04,25,1,清水,甲府,日本平スタジアム,1,28.3,77.0,18108,40,6,9,2007,15,21,20248,23
527,10206,2007-09-15,19:03,25,1,名古屋,鹿島,名古屋市瑞穂陸上競技場,12,26.6,79.0,13949,26,6,9,2007,19,6,20223,28
528,10207,2007-09-15,14:05,25,1,広島,浦和,広島ビッグアーチ,1,32.5,59.0,22675,38,6,9,2007,14,11,36894,20
529,10208,2007-09-16,16:05,25,2,新潟,柏,東北電力ビッグスワンスタジアム,1,27.4,73.0,40574,45,0,9,2007,16,13,41684,17
530,10209,2007-09-16,19:03,25,2,G大阪,横浜FM,万博記念競技場,12,28.7,72.0,19419,21,0,9,2007,19,2,21000,19
531,10210,2007-09-22,19:05,26,1,鹿島,新潟,県立カシマサッカースタジアム,1,25.0,76.0,14812,52,6,9,2007,19,28,37496,13
532,10211,2007-09-22,15:01,26,1,大宮,千葉,さいたま市浦和駒場スタジアム,1,32.3,44.0,8449,4,6,9,2007,15,8,21500,5
533,10212,2007-09-22,19:04,26,1,横浜FM,浦和,日産スタジアム,1,26.1,79.0,48166,41,6,9,2007,19,19,72081,20
534,10213,2007-09-22,18:34,26,1,甲府,広島,山梨県小瀬スポーツ公園陸上競技場,12,27.7,61.0,11606,35,6,9,2007,18,23,15859,11
535,10214,2007-09-22,16:03,26,1,神戸,名古屋,神戸総合運動公園ユニバー記念競技場,2,30.0,55.0,7793,54,6,9,2007,16,25,35910,6
536,10215,2007-09-22,13:05,26,1,大分,横浜FC,九州石油ドーム,1,29.5,66.0,21371,22,6,9,2007,13,7,31997,18
537,10216,2007-09-23,14:03,26,2,FC東京,清水,味の素スタジアム,12,24.7,66.0,30363,27,0,9,2007,14,1,48999,21
538,10217,2007-09-23,16:03,26,2,磐田,G大阪,ヤマハスタジアム(磐田),12,27.0,60.0,15797,17,0,9,2007,16,24,15165,2
539,10218,2007-09-23,19:04,26,2,柏,川崎F,日立柏サッカー場,12,21.5,77.0,10648,42,0,9,2007,19,17,15109,10
540,10219,2007-09-29,13:03,27,1,名古屋,柏,名古屋市瑞穂球技場,32,17.9,84.0,7553,25,6,9,2007,13,6,20223,17
541,10220,2007-09-29,14:04,27,1,磐田,横浜FC,ヤマハスタジアム(磐田),34,19.3,81.0,10752,17,6,9,2007,14,24,15165,18
542,10221,2007-09-29,16:03,27,1,横浜FM,大宮,日産スタジアム,32,18.8,65.0,12923,41,6,9,2007,16,19,72081,8
543,10222,2007-09-29,16:03,27,1,神戸,清水,ホームズスタジアム神戸,0,23.4,60.0,9097,16,6,9,2007,16,25,28425,21
544,10223,2007-09-29,19:04,27,1,G大阪,大分,万博記念競技場,14,19.2,68.0,12163,21,6,9,2007,19,2,21000,7
545,10224,2007-09-30,14:04,27,2,広島,鹿島,広島ビッグアーチ,13,24.6,59.0,13492,38,0,9,2007,14,11,36894,28
546,10225,2007-09-30,15:00,27,2,川崎F,甲府,等々力陸上競技場,32,16.2,90.0,13438,55,0,9,2007,15,10,26827,23
547,10226,2007-09-30,15:33,27,2,浦和,新潟,埼玉スタジアム2002,32,16.9,91.0,47755,29,0,9,2007,15,20,62010,13
548,10227,2007-09-30,19:02,27,2,千葉,FC東京,フクダ電子アリーナ,32,18.2,81.0,15346,14,0,9,2007,19,5,19470,1
549,10228,2007-10-06,13:00,28,1,鹿島,神戸,県立カシマサッカースタジアム,1,22.1,45.0,10503,52,6,10,2007,13,28,37496,25
550,10229,2007-10-06,16:02,28,1,柏,G大阪,日立柏サッカー場,1,21.9,44.0,10640,42,6,10,2007,16,17,15109,2
551,10230,2007-10-06,14:04,28,1,FC東京,横浜FM,味の素スタジアム,1,23.2,30.0,21939,27,6,10,2007,14,1,48999,19
552,10231,2007-10-06,16:05,28,1,甲府,千葉,山梨県小瀬スポーツ公園陸上競技場,1,21.4,52.0,14037,35,6,10,2007,16,23,15859,5
553,10232,2007-10-06,15:04,28,1,新潟,大宮,東北電力ビッグスワンスタジアム,1,22.4,43.0,38507,45,6,10,2007,15,13,41684,8
554,10233,2007-10-06,19:04,28,1,清水,名古屋,日本平スタジアム,1,21.5,44.0,14831,40,6,10,2007,19,21,20248,6
555,10234,2007-10-06,14:01,28,1,広島,磐田,広島ビッグアーチ,1,28.4,33.0,9363,38,6,10,2007,14,11,36894,24
556,10235,2007-10-07,15:03,28,2,浦和,大分,さいたま市浦和駒場スタジアム,1,23.4,50.0,18511,4,0,10,2007,15,20,21500,7
557,10236,2007-10-07,14:01,28,2,横浜FC,川崎F,国立競技場,1,22.7,47.0,14208,28,0,10,2007,14,18,54224,10
558,10237,2007-10-20,14:00,29,1,大宮,広島,さいたま市浦和駒場スタジアム,1,21.0,52.0,11038,4,6,10,2007,14,8,21500,11
559,10238,2007-10-20,19:05,29,1,千葉,浦和,フクダ電子アリーナ,1,18.0,75.0,16756,14,6,10,2007,19,5,19470,20
560,10239,2007-10-20,16:00,29,1,川崎F,新潟,等々力陸上競技場,12,20.6,61.0,14440,55,6,10,2007,16,10,26827,13
561,10240,2007-10-20,19:03,29,1,横浜FM,清水,日産スタジアム,1,19.2,67.0,25082,41,6,10,2007,19,19,72081,21
562,10241,2007-10-20,15:04,29,1,磐田,鹿島,エコパスタジアム,1,19.1,35.0,25961,6,6,10,2007,15,24,51697,28
563,10242,2007-10-20,16:03,29,1,神戸,横浜FC,ホームズスタジアム神戸,1,18.6,33.0,12318,16,6,10,2007,16,25,28425,18
564,10243,2007-10-20,19:35,29,1,大分,柏,熊本県民総合運動公園陸上競技場,1,12.4,53.0,14671,50,6,10,2007,19,7,30684,17
565,10244,2007-10-21,14:03,29,2,名古屋,FC東京,豊田スタジアム,1,19.4,34.0,18025,56,0,10,2007,14,6,41255,1
566,10245,2007-10-21,14:01,29,2,G大阪,甲府,万博記念競技場,1,20.3,33.0,16071,21,0,10,2007,14,2,21000,23
567,10246,2007-10-27,16:00,30,1,鹿島,大分,県立カシマサッカースタジアム,32,16.8,99.0,8036,52,6,10,2007,16,28,37496,7
568,10247,2007-10-27,14:04,30,1,柏,神戸,日立柏サッカー場,32,16.9,94.0,8947,42,6,10,2007,14,17,15109,25
569,10248,2007-10-27,14:03,30,1,横浜FC,大宮,横浜市三ツ沢公園球技場,32,17.0,87.0,4114,49,6,10,2007,14,18,15440,8
570,10249,2007-10-27,18:30,30,1,甲府,横浜FM,山梨県小瀬スポーツ公園陸上競技場,32,13.3,76.0,9056,35,6,10,2007,18,23,15859,19
571,10250,2007-10-27,15:04,30,1,新潟,磐田,東北電力ビッグスワンスタジアム,32,17.4,86.0,34446,45,6,10,2007,15,13,41684,24
572,10251,2007-10-27,19:03,30,1,清水,G大阪,日本平スタジアム,32,16.9,88.0,15898,40,6,10,2007,19,21,20248,2
573,10252,2007-10-27,13:04,30,1,広島,千葉,広島ビッグアーチ,1,22.3,59.0,9680,38,6,10,2007,13,11,36894,5
574,10253,2007-10-28,17:03,30,2,浦和,名古屋,埼玉スタジアム2002,1,21.4,65.0,52314,29,0,10,2007,17,20,62010,6
575,10254,2007-10-28,14:05,30,2,FC東京,川崎F,味の素スタジアム,1,22.1,50.0,30494,27,0,10,2007,14,1,48999,10
576,10255,2007-11-10,16:04,31,1,柏,横浜FC,柏の葉公園総合競技場,34,12.8,92.0,8990,48,6,11,2007,16,17,20000,18
577,10256,2007-11-10,16:03,31,1,横浜FM,鹿島,日産スタジアム,32,13.6,84.0,21109,41,6,11,2007,16,19,72081,28
578,10257,2007-11-10,16:04,31,1,新潟,FC東京,東北電力ビッグスワンスタジアム,9,14.9,57.0,37851,45,6,11,2007,16,13,41684,1
579,10258,2007-11-10,16:03,31,1,名古屋,磐田,豊田スタジアム,12,18.7,65.0,17529,56,6,11,2007,16,6,41255,24
580,10259,2007-11-10,16:04,31,1,G大阪,千葉,万博記念競技場,1,19.6,60.0,20044,21,6,11,2007,16,2,21000,5
581,10260,2007-11-10,16:04,31,1,神戸,甲府,ホームズスタジアム神戸,1,20.1,43.0,11236,16,6,11,2007,16,25,28425,23
582,10261,2007-11-11,13:03,31,2,清水,広島,日本平スタジアム,1,20.8,66.0,16508,40,0,11,2007,13,21,20248,11
583,10262,2007-11-11,16:04,31,2,大宮,大分,NACK5スタジアム大宮,32,15.1,78.0,11752,1,0,11,2007,16,8,15491,7
584,10263,2007-11-11,16:04,31,2,川崎F,浦和,等々力陸上競技場,21,16.1,74.0,23355,55,0,11,2007,16,10,26827,20
585,10264,2007-11-18,14:05,32,1,鹿島,柏,県立カシマサッカースタジアム,1,17.3,33.0,18887,52,0,11,2007,14,28,37496,17
586,10265,2007-11-18,14:02,32,1,浦和,清水,埼玉スタジアム2002,1,17.4,33.0,56368,29,0,11,2007,14,20,62010,21
587,10266,2007-11-18,17:00,32,1,千葉,横浜FM,フクダ電子アリーナ,1,15.1,33.0,15678,14,0,11,2007,17,5,19470,19
588,10267,2007-11-18,14:04,32,1,FC東京,G大阪,味の素スタジアム,1,17.5,35.0,30157,27,0,11,2007,14,1,48999,2
