,id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,attendance,day_of_the_week,kick_off_time_hour,month,home_team_id,capacity,away_team_id,match_date_tear
713,10904,"2008,5,10",16:00,12,1,大宮,札幌,1,32,12.8,73,6399,6,16,5,8,15491,14,2008
714,10905,"2008,5,10",16:03,12,1,千葉,京都,14,32,13.3,76,10178,6,16,5,5,19470,3,2008
715,10906,"2008,5,10",16:05,12,1,FC東京,柏,27,32,12.9,77,17122,6,16,5,1,48999,17,2008
716,10907,"2008,5,10",19:04,12,1,新潟,磐田,45,12,13.9,58,33657,6,19,5,13,41684,24,2008
717,10908,"2008,5,10",19:03,12,1,名古屋,神戸,26,32,13.4,89,7353,6,19,5,6,20223,25,2008
718,10909,"2008,5,11",13:04,12,2,清水,鹿島,40,12,17.5,52,16195,0,13,5,21,20248,28,2008
719,10910,"2008,5,11",16:03,12,2,G大阪,横浜FM,21,1,15.3,51,20773,0,16,5,2,21000,19,2008
720,10911,"2008,5,17",13:04,13,1,札幌,名古屋,43,0,20.1,58,16631,6,13,5,14,39856,6,2008
721,10912,"2008,5,17",14:04,13,1,浦和,G大阪,29,1,22.4,54,57050,6,14,5,20,62010,2,2008
722,10913,"2008,5,17",14:00,13,1,磐田,FC東京,17,1,21.0,62,10958,6,14,5,24,15165,1,2008
723,10914,"2008,5,17",14:04,13,1,京都,横浜FM,59,1,27.8,36,10903,6,14,5,3,12584,19,2008
724,10915,"2008,5,17",16:04,13,1,鹿島,柏,52,1,15.1,73,20361,6,16,5,28,37496,17,2008
725,10916,"2008,5,17",16:05,13,1,千葉,大分,14,1,21.4,59,11616,6,16,5,5,19470,7,2008
726,10917,"2008,5,17",19:04,13,1,川崎F,大宮,55,12,20.3,60,14235,6,19,5,10,26827,8,2008
727,10918,"2008,5,18",18:03,13,2,東京V,清水,27,26,19.1,69,11426,0,18,5,15,48999,21,2008
728,10919,"2008,5,18",16:03,13,2,神戸,新潟,16,1,20.8,67,9117,0,16,5,25,28425,13,2008
729,10920,"2008,6,28",14:05,14,1,大宮,東京V,51,2,26.8,59,6979,6,14,6,8,15002,15,2008
730,10921,"2008,6,28",15:04,14,1,清水,京都,40,12,22.9,76,17099,6,15,6,21,20248,3,2008
731,10922,"2008,6,28",16:03,14,1,新潟,川崎F,45,12,25.8,60,40029,6,16,6,13,41684,10,2008
732,10923,"2008,6,28",19:03,14,1,柏,浦和,28,12,23.3,69,36785,6,19,6,17,54224,20,2008
733,10924,"2008,6,28",19:05,14,1,横浜FM,磐田,41,12,22.9,75,27549,6,19,6,19,72081,24,2008
734,10925,"2008,6,28",19:01,14,1,名古屋,鹿島,26,32,22.4,89,18215,6,19,6,6,20223,28,2008
735,10926,"2008,6,29",14:05,14,2,大分,神戸,22,1,29.1,53,18733,0,14,6,7,31997,25,2008
736,10927,"2008,6,29",16:04,14,2,FC東京,千葉,27,32,20.9,89,27976,0,16,6,1,48999,5,2008
737,10928,"2008,6,29",19:00,14,2,G大阪,札幌,21,12,24.9,93,14039,0,19,6,2,21000,14,2008
738,10929,"2008,7,5",14:03,15,1,札幌,清水,44,1,28.4,60,10282,6,14,7,14,19620,21,2008
739,10930,"2008,7,5",18:00,15,1,東京V,千葉,27,12,27.1,78,10069,6,18,7,15,48999,5,2008
740,10931,"2008,7,5",19:04,15,1,浦和,FC東京,29,1,28.6,74,49218,6,19,7,20,62010,1,2008
741,10932,"2008,7,5",19:03,15,1,新潟,名古屋,45,12,26.4,80,37529,6,19,7,13,41684,6,2008
742,10933,"2008,7,5",19:03,15,1,磐田,鹿島,6,1,24.8,91,18479,6,19,7,24,51697,28,2008
743,10934,"2008,7,5",19:03,15,1,神戸,大宮,16,1,26.2,78,9172,6,19,7,25,28425,8,2008
744,10935,"2008,7,6",19:04,15,2,柏,G大阪,42,21,26.6,82,10726,0,19,7,17,15109,2,2008
745,10936,"2008,7,6",19:04,15,2,川崎F,横浜FM,55,12,26.5,77,17993,0,19,7,10,26827,19,2008
746,10937,"2008,7,6",19:04,15,2,京都,大分,23,12,30.4,66,12533,0,19,7,3,20588,7,2008
747,10938,"2008,7,12",18:03,16,1,東京V,京都,27,1,28.8,61,8060,6,18,7,15,48999,3,2008
748,10939,"2008,7,12",18:00,16,1,清水,神戸,40,1,27.4,80,14164,6,18,7,21,20248,25,2008
749,10940,"2008,7,12",18:05,16,1,大分,浦和,22,10,27.4,74,28214,6,18,7,7,31997,20,2008
750,10941,"2008,7,12",19:04,16,1,大宮,磐田,1,12,26.8,73,11061,6,19,7,8,15491,24,2008
751,10942,"2008,7,12",19:03,16,1,名古屋,柏,26,1,29.7,53,11717,6,19,7,6,20223,17,2008
752,10943,"2008,7,12",19:03,16,1,G大阪,川崎F,21,1,29.1,60,20138,6,19,7,2,21000,10,2008
753,10944,"2008,7,13",19:04,16,2,鹿島,FC東京,52,45,23.3,81,16561,0,19,7,28,37496,1,2008
754,10945,"2008,7,13",19:03,16,2,千葉,札幌,14,1,26.6,74,12494,0,19,7,5,19470,14,2008
755,10946,"2008,7,13",19:00,16,2,横浜FM,新潟,11,12,27.4,70,12294,0,19,7,19,15440,13,2008
756,10947,"2008,7,16",19:03,17,1,札幌,大分,44,32,19.8,84,9512,3,19,7,14,19620,7,2008
757,10948,"2008,7,16",19:04,17,1,京都,鹿島,23,1,28.1,64,15081,3,19,7,3,20588,28,2008
758,10949,"2008,7,16",19:04,17,1,神戸,横浜FM,16,1,26.3,81,9524,3,19,7,25,28425,19,2008
759,10950,"2008,7,16",19:34,17,1,FC東京,G大阪,28,2,28.0,68,27701,3,19,7,1,54224,2,2008
760,10951,"2008,7,16",19:33,17,1,新潟,千葉,45,1,26.3,78,30711,3,19,7,13,41684,5,2008
761,10952,"2008,7,17",19:04,17,2,柏,大宮,42,1,27.4,79,7474,4,19,7,17,15109,8,2008
762,10953,"2008,7,17",19:04,17,2,川崎F,清水,55,1,28.1,72,14131,4,19,7,10,26827,21,2008
763,10954,"2008,7,17",19:00,17,2,磐田,名古屋,17,1,28.0,81,8216,4,19,7,24,15165,6,2008
764,10955,"2008,7,17",19:31,17,2,浦和,東京V,29,1,28.1,83,35080,4,19,7,20,62010,15,2008
765,10956,"2008,7,20",14:04,18,1,札幌,神戸,44,12,21.9,81,12222,0,14,7,14,19620,25,2008
766,10957,"2008,7,20",18:03,18,1,東京V,柏,27,1,27.2,72,11171,0,18,7,15,48999,17,2008
767,10958,"2008,7,20",18:05,18,1,大分,磐田,22,1,30.6,64,19355,0,18,7,7,31997,24,2008
768,10959,"2008,7,20",19:04,18,1,千葉,G大阪,14,1,24.6,74,15450,0,19,7,5,19470,2,2008
769,10960,"2008,7,20",19:03,18,1,横浜FM,鹿島,41,1,26.8,71,34752,0,19,7,19,72081,28,2008
770,10961,"2008,7,20",19:03,18,1,清水,新潟,40,12,25.9,79,17025,0,19,7,21,20248,13,2008
771,10962,"2008,7,21",18:01,18,2,浦和,川崎F,29,12,28.4,71,51168,1,18,7,20,62010,10,2008
772,10963,"2008,7,21",19:03,18,2,名古屋,大宮,26,9,28.1,72,9578,1,19,7,6,20223,8,2008
773,10964,"2008,7,21",19:04,18,2,京都,FC東京,23,1,30.5,62,14062,1,19,7,3,20588,1,2008
774,10965,"2008,7,26",19:04,19,1,柏,京都,42,12,25.3,83,9027,6,19,7,17,15109,3,2008
775,10966,"2008,7,26",19:04,19,1,FC東京,横浜FM,27,12,28.4,75,28986,6,19,7,1,48999,19,2008
776,10967,"2008,7,26",19:04,19,1,川崎F,名古屋,55,12,27.9,72,21952,6,19,7,10,26827,6,2008
777,10968,"2008,7,26",19:04,19,1,磐田,東京V,17,1,29.2,81,11057,6,19,7,24,15165,15,2008
778,10969,"2008,7,26",19:03,19,1,G大阪,大分,21,1,29.6,68,17619,6,19,7,2,21000,7,2008
779,10970,"2008,7,26",19:03,19,1,神戸,千葉,54,1,27.5,85,9348,6,19,7,25,35910,5,2008
780,10971,"2008,7,27",19:30,19,2,大宮,清水,1,44,24.2,82,8657,0,19,7,8,15491,21,2008
781,10972,"2008,7,27",18:03,19,2,新潟,札幌,45,12,26.9,89,35388,0,18,7,13,41684,14,2008
782,10973,"2008,7,27",18:34,19,2,鹿島,浦和,52,25,23.1,87,36412,0,18,7,28,37496,20,2008
783,10974,"2008,8,9",16:04,20,1,札幌,大宮,44,1,21.7,58,9682,6,16,8,14,19620,8,2008
784,10975,"2008,8,9",18:03,20,1,東京V,新潟,27,12,28.9,66,9211,6,18,8,15,48999,13,2008
785,10976,"2008,8,9",18:05,20,1,大分,清水,22,1,29.0,66,18743,6,18,8,7,31997,21,2008
786,10977,"2008,8,9",19:00,20,1,千葉,鹿島,14,12,26.4,65,16190,6,19,8,5,19470,28,2008
787,10978,"2008,8,9",19:04,20,1,磐田,神戸,17,1,26.0,74,14239,6,19,8,24,15165,25,2008
788,10979,"2008,8,9",19:03,20,1,名古屋,FC東京,26,1,29.3,62,12269,6,19,8,6,20223,1,2008
789,10980,"2008,8,9",19:04,20,1,京都,川崎F,23,8,26.1,84,11762,6,19,8,3,20588,10,2008
790,10981,"2008,8,9",19:34,20,1,浦和,柏,29,12,25.4,76,46981,6,19,8,20,62010,17,2008
791,10982,"2008,8,9",19:33,20,1,横浜FM,G大阪,41,12,27.5,62,24711,6,19,8,19,72081,2,2008
792,10983,"2008,8,16",18:00,21,1,大宮,G大阪,1,1,26.3,88,8790,6,18,8,8,15491,2,2008
793,10984,"2008,8,16",18:30,21,1,鹿島,東京V,52,32,24.3,87,21431,6,18,8,28,37496,15,2008
794,10985,"2008,8,16",18:34,21,1,FC東京,浦和,27,12,29.6,76,37154,6,18,8,1,48999,20,2008
795,10986,"2008,8,16",19:04,21,1,柏,千葉,42,19,25.3,90,10266,6,19,8,17,15109,5,2008
796,10987,"2008,8,16",19:03,21,1,新潟,大分,45,32,25.8,70,38781,6,19,8,13,41684,7,2008
797,10988,"2008,8,16",19:03,21,1,神戸,名古屋,16,12,28.7,78,12799,6,19,8,25,28425,6,2008
798,10989,"2008,8,17",14:03,21,2,札幌,京都,43,0,21.9,57,16338,0,14,8,14,39856,3,2008
799,10990,"2008,8,17",19:05,21,2,川崎F,磐田,55,34,22.4,81,14715,0,19,8,10,26827,24,2008
800,10991,"2008,8,17",19:03,21,2,清水,横浜FM,40,12,26.4,73,18292,0,19,8,21,20248,19,2008
801,10992,"2008,8,23",18:34,22,1,鹿島,名古屋,52,12,24.3,66,19868,6,18,8,28,37496,6,2008
802,10993,"2008,8,23",18:34,22,1,浦和,磐田,29,32,20.9,87,45253,6,18,8,20,62010,24,2008
803,10994,"2008,8,23",18:34,22,1,FC東京,東京V,28,32,20.1,88,18431,6,18,8,1,54224,15,2008
804,10995,"2008,8,23",19:03,22,1,清水,柏,40,12,22.9,83,14163,6,19,8,21,20248,17,2008
805,10996,"2008,8,23",19:04,22,1,京都,新潟,23,29,24.4,92,8688,6,19,8,3,20588,13,2008
806,10997,"2008,8,23",19:01,22,1,G大阪,神戸,21,29,24.9,85,15448,6,19,8,2,21000,25,2008
807,10998,"2008,8,24",18:05,22,2,大分,大宮,22,1,26.3,63,18171,0,18,8,7,31997,8,2008
808,10999,"2008,8,24",18:33,22,2,横浜FM,札幌,11,39,21.5,94,9583,0,18,8,19,15440,14,2008
809,11000,"2008,8,24",19:03,22,2,千葉,川崎F,14,12,26.9,78,14242,0,19,8,5,19470,10,2008
810,11001,"2008,8,27",19:05,23,1,札幌,G大阪,44,14,18.4,93,7010,3,19,8,14,19620,2,2008
811,11002,"2008,8,27",19:03,23,1,東京V,浦和,28,12,26.6,77,26275,3,19,8,15,54224,20,2008
812,11003,"2008,8,27",19:03,23,1,磐田,千葉,17,1,26.3,75,8555,3,19,8,24,15165,5,2008
813,11004,"2008,8,27",19:03,23,1,名古屋,清水,26,12,27.0,75,10071,3,19,8,6,20223,21,2008
814,11005,"2008,8,27",19:04,23,1,神戸,鹿島,16,0,27.3,72,13123,3,19,8,25,28425,28,2008
815,11006,"2008,8,28",19:00,23,2,大宮,横浜FM,1,32,24.7,88,6125,4,19,8,8,15491,19,2008
816,11007,"2008,8,28",19:04,23,2,柏,FC東京,42,29,25.8,93,8463,4,19,8,17,15109,1,2008
817,11008,"2008,8,28",19:03,23,2,川崎F,新潟,55,29,26.3,90,10884,4,19,8,10,26827,13,2008
818,11009,"2008,8,28",19:05,23,2,大分,京都,22,0,25.1,87,21245,4,19,8,7,31997,3,2008
819,11010,"2008,9,13",18:04,24,1,鹿島,川崎F,52,12,23.0,82,22292,6,18,9,28,37496,10,2008
820,11011,"2008,9,13",14:04,24,1,浦和,大分,29,1,30.3,51,45831,6,14,9,20,62010,7,2008
821,11012,"2008,9,13",18:00,24,1,FC東京,大宮,27,12,27.8,64,20398,6,18,9,1,48999,8,2008
822,11013,"2008,9,13",16:05,24,1,横浜FM,神戸,41,12,29.5,50,17107,6,16,9,19,72081,25,2008
823,11014,"2008,9,13",15:03,24,1,清水,札幌,40,14,26.6,80,15395,6,15,9,21,20248,14,2008
824,11015,"2008,9,13",19:04,24,1,京都,磐田,23,1,27.1,73,13738,6,19,9,3,20588,24,2008
825,11016,"2008,9,13",19:03,24,1,G大阪,名古屋,21,12,27.0,66,19627,6,19,9,2,21000,6,2008
826,11017,"2008,9,14",19:00,24,2,千葉,東京V,14,1,24.4,79,15353,0,19,9,5,19470,15,2008
827,11018,"2008,9,14",16:03,24,2,新潟,柏,45,1,25.7,66,36770,0,16,9,13,41684,17,2008
828,11019,"2008,9,20",14:06,25,1,札幌,千葉,44,1,22.8,45,9018,6,14,9,14,19620,5,2008
829,11020,"2008,9,20",13:03,25,1,東京V,大分,27,1,29.0,54,8671,6,13,9,15,48999,7,2008
830,11021,"2008,9,20",19:03,25,1,川崎F,FC東京,55,12,24.0,73,20729,6,19,9,10,26827,1,2008
831,11022,"2008,9,20",15:33,25,1,磐田,横浜FM,6,1,26.2,71,20037,6,15,9,24,51697,19,2008
832,11023,"2008,9,20",19:03,25,1,名古屋,新潟,26,12,25.9,78,12095,6,19,9,6,20223,13,2008
833,11024,"2008,9,20",16:03,25,1,神戸,清水,54,1,28.4,52,7839,6,16,9,25,35910,21,2008
834,11025,"2008,9,20",15:04,25,1,柏,鹿島,42,6,27.8,64,10669,6,15,9,17,15109,28,2008
835,11026,"2008,9,21",18:00,25,2,大宮,浦和,1,32,21.5,86,11530,0,18,9,8,15491,20,2008
836,11027,"2008,9,21",18:04,25,2,京都,G大阪,23,34,23.4,96,14961,0,18,9,3,20588,2,2008
837,11028,"2008,9,23",19:04,26,1,千葉,名古屋,14,1,24.4,73,15266,2,19,9,5,19470,6,2008
838,11029,"2008,9,23",16:04,26,1,FC東京,磐田,27,1,26.9,55,23036,2,16,9,1,48999,24,2008
839,11030,"2008,9,23",14:03,26,1,横浜FM,川崎F,28,1,27.8,56,21096,2,14,9,19,54224,10,2008
840,11031,"2008,9,23",14:05,26,1,新潟,神戸,45,12,24.9,68,32208,2,14,9,13,41684,25,2008
841,11032,"2008,9,23",14:03,26,1,清水,東京V,40,1,27.6,62,15206,2,14,9,21,20248,15,2008
842,11033,"2008,9,23",13:05,26,1,大分,札幌,59,7,27.4,80,9376,2,13,9,7,12584,14,2008
843,11034,"2008,10,1",19:05,26,2,鹿島,大宮,52,12,18.0,80,6725,3,19,10,28,37496,8,2008
844,11035,"2008,10,1",19:01,26,2,浦和,京都,4,1,19.2,77,16225,3,19,10,20,21500,3,2008
845,11036,"2008,10,1",19:03,26,2,G大阪,柏,21,1,18.8,63,10039,3,19,10,2,21000,17,2008
846,11037,"2008,9,27",14:05,27,1,大宮,神戸,1,26,21.9,29,7028,6,14,9,8,15491,25,2008
847,11038,"2008,9,27",19:05,27,1,柏,川崎F,28,12,20.9,32,24139,6,19,9,17,54224,10,2008
848,11039,"2008,9,27",14:03,27,1,横浜FM,大分,41,12,22.8,32,18062,6,14,9,19,72081,7,2008
849,11040,"2008,9,27",19:03,27,1,京都,千葉,23,1,17.5,59,13939,6,19,9,3,20588,5,2008
850,11041,"2008,9,28",14:05,27,2,札幌,FC東京,44,9,18.2,39,8741,0,14,9,14,19620,1,2008
851,11042,"2008,9,28",16:04,27,2,磐田,新潟,17,14,21.8,57,14241,0,16,9,24,15165,13,2008
852,11043,"2008,9,28",19:03,27,2,名古屋,浦和,26,29,19.8,62,19811,0,19,9,6,20223,20,2008
853,11044,"2008,9,28",15:05,27,2,鹿島,清水,52,12,20.8,47,15481,0,15,9,28,37496,21,2008
854,11045,"2008,9,28",16:03,27,2,東京V,G大阪,27,29,18.8,52,30517,0,16,9,15,48999,2,2008
855,11046,"2008,10,4",18:04,28,1,大宮,柏,1,1,21.5,55,9079,6,18,10,8,15491,17,2008
856,11047,"2008,10,4",15:04,28,1,FC東京,清水,27,1,24.4,40,30410,6,15,10,1,48999,21,2008
857,11048,"2008,10,4",15:00,28,1,川崎F,大分,55,1,24.0,41,20455,6,15,10,10,26827,7,2008
858,11049,"2008,10,4",15:04,28,1,新潟,横浜FM,45,1,23.4,58,34025,6,15,10,13,41684,19,2008
859,11050,"2008,10,4",15:03,28,1,G大阪,鹿島,21,1,26.5,45,19386,6,15,10,2,21000,28,2008
860,11051,"2008,10,4",18:03,28,1,神戸,京都,16,1,23.2,65,18009,6,18,10,25,28425,3,2008
861,11052,"2008,10,5",14:05,28,2,千葉,浦和,14,12,23.6,60,16718,0,14,10,5,19470,20,2008
862,11053,"2008,10,5",14:04,28,2,磐田,札幌,17,12,25.1,55,10984,0,14,10,24,15165,14,2008
863,11054,"2008,10,5",16:03,28,2,名古屋,東京V,26,29,20.9,83,14481,0,16,10,6,20223,15,2008
864,11055,"2008,10,18",16:03,29,1,千葉,新潟,14,9,21.4,66,16407,6,16,10,5,19470,13,2008
865,11056,"2008,10,18",15:04,29,1,東京V,大宮,27,12,22.0,45,10065,6,15,10,15,48999,8,2008
866,11057,"2008,10,18",15:04,29,1,清水,川崎F,40,1,23.4,48,18716,6,15,10,21,20248,10,2008
867,11058,"2008,10,18",14:05,29,1,大分,FC東京,22,1,23.6,60,22184,6,14,10,7,31997,1,2008
868,11059,"2008,10,18",15:04,29,1,鹿島,京都,52,13,20.7,72,20580,6,15,10,28,37496,3,2008
869,11060,"2008,10,18",15:01,29,1,浦和,神戸,29,12,22.3,56,47325,6,15,10,20,62010,25,2008
870,11061,"2008,10,18",16:04,29,1,G大阪,磐田,21,1,24.1,35,16733,6,16,10,2,21000,24,2008
871,11062,"2008,10,19",13:03,29,2,札幌,柏,44,1,17.6,65,8343,0,13,10,14,19620,17,2008
872,11063,"2008,10,19",16:03,29,2,横浜FM,名古屋,41,12,21.6,53,26229,0,16,10,19,72081,6,2008
873,11064,"2008,10,25",15:04,30,1,柏,横浜FM,42,12,20.8,71,10755,6,15,10,17,15109,19,2008
874,11065,"2008,10,25",15:03,30,1,名古屋,磐田,56,0,19.1,66,30192,6,15,10,6,41255,24,2008
875,11066,"2008,10,25",15:04,30,1,京都,東京V,23,2,20.3,58,11888,6,15,10,3,20588,15,2008
876,11067,"2008,10,25",15:03,30,1,神戸,大分,16,12,21.0,54,13733,6,15,10,25,28425,7,2008
877,11068,"2008,10,26",16:00,30,2,大宮,千葉,1,12,18.9,70,12175,0,16,10,8,15491,5,2008
878,11069,"2008,10,26",14:05,30,2,FC東京,鹿島,27,12,19.7,76,33596,0,14,10,1,48999,28,2008
879,11070,"2008,10,26",16:03,30,2,川崎F,札幌,55,12,19.4,69,16145,0,16,10,10,26827,14,2008
880,11071,"2008,10,26",14:04,30,2,新潟,浦和,45,12,19.9,47,40359,0,14,10,13,41684,20,2008
881,11072,"2008,10,26",13:04,30,2,清水,G大阪,40,12,20.8,41,19082,0,13,10,21,20248,2,2008
882,11073,"2008,11,8",14:04,31,1,大宮,川崎F,1,12,14.3,30,9356,6,14,11,8,15491,10,2008
883,11074,"2008,11,8",14:05,31,1,柏,名古屋,42,12,15.2,31,10519,6,14,11,17,15109,6,2008
884,11075,"2008,11,8",13:03,31,1,横浜FM,京都,41,12,13.6,51,18823,6,13,11,19,72081,3,2008
885,11076,"2008,11,8",16:04,31,1,磐田,清水,6,12,13.4,87,24887,6,16,11,24,51697,21,2008
886,11077,"2008,11,8",14:04,31,1,札幌,浦和,43,0,21.4,35,28901,6,14,11,14,39856,20,2008
887,11078,"2008,11,8",14:01,31,1,G大阪,FC東京,21,12,14.1,61,13515,6,14,11,2,21000,1,2008
888,11079,"2008,11,9",16:04,31,2,鹿島,新潟,52,12,14.5,47,21500,0,16,11,28,37496,13,2008
889,11080,"2008,11,9",16:03,31,2,東京V,神戸,27,12,11.5,55,8626,0,16,11,15,48999,25,2008
890,11081,"2008,11,9",16:05,31,2,大分,千葉,22,0,14.1,59,23517,0,16,11,7,31997,5,2008
891,11082,"2008,11,23",13:01,32,1,浦和,清水,29,1,15.9,31,54709,0,13,11,20,62010,21,2008
892,11083,"2008,11,23",16:03,32,1,千葉,横浜FM,14,1,14.4,46,16833,0,16,11,5,19470,19,2008
893,11084,"2008,11,23",16:03,32,1,東京V,札幌,27,1,15.2,37,9201,0,16,11,15,48999,14,2008
894,11085,"2008,11,23",13:05,32,1,川崎F,G大阪,55,1,18.5,37,21714,0,13,11,10,26827,2,2008
895,11086,"2008,11,23",16:03,32,1,磐田,柏,17,1,13.8,49,14766,0,16,11,24,15165,17,2008
896,11087,"2008,11,23",13:05,32,1,大分,鹿島,22,26,15.5,41,31744,0,13,11,7,31997,28,2008
897,11088,"2008,11,23",16:00,32,1,新潟,大宮,45,12,7.6,75,35452,0,16,11,13,41684,8,2008
898,11089,"2008,11,23",13:04,32,1,京都,名古屋,23,13,15.1,51,18355,0,13,11,3,20588,6,2008
899,11090,"2008,11,23",13:00,32,1,神戸,FC東京,16,1,15.4,47,13010,0,13,11,25,28425,1,2008
900,11091,"2008,11,29",14:04,33,1,鹿島,磐田,52,9,16.3,54,29820,6,14,11,28,37496,24,2008
901,11092,"2008,11,29",16:04,33,1,柏,大分,42,1,13.9,70,10628,6,16,11,17,15109,7,2008
902,11093,"2008,11,29",14:04,33,1,川崎F,神戸,55,1,16.3,48,17172,6,14,11,10,26827,25,2008
903,11094,"2008,11,29",14:04,33,1,横浜FM,東京V,41,1,15.8,48,31474,6,14,11,19,72081,15,2008
904,11095,"2008,11,29",13:03,33,1,清水,千葉,40,1,15.8,62,20079,6,13,11,21,20248,5,2008
905,11096,"2008,11,29",14:03,33,1,G大阪,浦和,21,1,14.8,46,19605,6,14,11,2,21000,20,2008
906,11097,"2008,11,30",16:03,33,2,大宮,京都,1,1,11.0,30,11231,0,16,11,8,15491,3,2008
907,11098,"2008,11,30",16:04,33,2,FC東京,新潟,27,1,9.9,40,35172,0,16,11,1,48999,13,2008
908,11099,"2008,11,30",16:04,33,2,名古屋,札幌,26,1,9.3,65,19890,0,16,11,6,20223,14,2008
909,11100,"2008,12,6",14:33,34,1,札幌,鹿島,43,0,20.4,35,26220,6,14,12,14,39856,28,2008
910,11101,"2008,12,6",14:31,34,1,浦和,横浜FM,29,1,12.4,26,53583,6,14,12,20,62010,19,2008
911,11102,"2008,12,6",14:34,34,1,千葉,FC東京,14,1,14.1,39,17152,6,14,12,5,19470,1,2008
912,11103,"2008,12,6",14:33,34,1,東京V,川崎F,27,1,12.4,29,24620,6,14,12,15,48999,10,2008
913,11104,"2008,12,6",14:34,34,1,新潟,G大阪,45,32,4.1,71,34287,6,14,12,13,41684,2,2008
914,11105,"2008,12,6",14:34,34,1,磐田,大宮,17,1,7.4,36,16593,6,14,12,24,15165,8,2008
915,11106,"2008,12,6",14:34,34,1,京都,清水,23,1,7.0,26,17331,6,14,12,3,20588,21,2008
916,11107,"2008,12,6",14:34,34,1,神戸,柏,16,1,5.6,31,17511,6,14,12,25,28425,17,2008
917,11108,"2008,12,6",14:34,34,1,大分,名古屋,22,0,5.9,33,28831,6,14,12,7,31997,6,2008
918,11616,"2009,3,7",13:04,1,1,FC東京,新潟,27,1,13.0,29,27568,6,13,3,1,48999,13,2009
919,11617,"2009,3,7",13:05,1,1,横浜FM,広島,41,1,14.4,26,23601,6,13,3,19,72081,11,2009
920,11618,"2009,3,7",14:03,1,1,名古屋,大分,56,0,11.3,37,25395,6,14,3,6,41255,7,2009
921,11619,"2009,3,7",15:03,1,1,千葉,G大阪,14,1,14.9,27,17916,6,15,3,5,19470,2,2009
922,11620,"2009,3,7",16:04,1,1,鹿島,浦和,52,12,11.2,48,37878,6,16,3,28,37496,20,2009
923,11621,"2009,3,7",16:03,1,1,川崎F,柏,55,12,14.7,26,17841,6,16,3,10,26827,17,2009
924,11622,"2009,3,7",16:03,1,1,磐田,山形,17,1,12.1,37,12141,6,16,3,24,15165,9,2009
925,11623,"2009,3,8",13:00,1,2,大宮,清水,1,13,10.4,46,11542,0,13,3,8,15491,21,2009
926,11624,"2009,3,8",14:04,1,2,京都,神戸,23,12,17.0,30,16919,0,14,3,3,20588,25,2009
927,11625,"2009,3,14",13:04,2,1,大分,京都,22,26,8.6,34,16841,6,13,3,7,31997,3,2009
928,11626,"2009,3,14",14:02,2,1,浦和,FC東京,29,34,10.1,58,50802,6,14,3,20,62010,1,2009
929,11627,"2009,3,14",14:04,2,1,神戸,川崎F,16,0,13.8,33,15195,6,14,3,25,28425,10,2009
930,11628,"2009,3,14",15:04,2,1,柏,千葉,42,21,10.6,53,8723,6,15,3,17,15109,5,2009
931,11629,"2009,3,14",15:04,2,1,清水,横浜FM,5,1,13.1,26,19172,6,15,3,21,20248,19,2009
932,11630,"2009,3,14",16:04,2,1,山形,名古屋,2,43,2.6,77,12370,6,16,3,9,20784,6,2009
933,11631,"2009,3,14",16:00,2,1,G大阪,磐田,21,13,7.3,44,16128,6,16,3,2,21000,24,2009
934,11632,"2009,3,15",14:03,2,2,新潟,鹿島,45,29,6.9,61,37808,0,14,3,13,41684,28,2009
935,11633,"2009,3,15",14:05,2,2,広島,大宮,38,1,15.4,48,20312,0,14,3,11,36894,8,2009
936,11634,"2009,3,21",13:03,3,1,大宮,神戸,1,1,16.4,20,9029,6,13,3,8,15491,25,2009
937,11635,"2009,3,21",14:04,3,1,FC東京,山形,27,1,14.5,39,20179,6,14,3,1,48999,9,2009
938,11636,"2009,3,21",14:03,3,1,磐田,浦和,6,1,15.0,56,18439,6,14,3,24,51697,20,2009
939,11637,"2009,3,21",15:04,3,1,横浜FM,柏,41,1,14.4,41,18180,6,15,3,19,72081,17,2009
940,11638,"2009,3,21",16:00,3,1,大分,新潟,22,2,18.3,49,16708,6,16,3,7,31997,13,2009
941,11639,"2009,3,22",13:03,3,2,名古屋,清水,26,29,17.1,86,13074,0,13,3,6,20223,21,2009
942,11640,"2009,3,22",13:04,3,2,京都,G大阪,23,12,16.0,83,14085,0,13,3,3,20588,2,2009
943,11641,"2009,3,22",16:03,3,2,鹿島,広島,52,34,16.4,75,17492,0,16,3,28,37496,11,2009
944,11642,"2009,3,22",16:03,3,2,千葉,川崎F,14,12,17.3,72,14544,0,16,3,5,19470,10,2009
945,11643,"2009,4,4",13:04,4,1,G大阪,広島,21,14,11.8,59,15644,6,13,4,2,21000,11,2009
946,11644,"2009,4,4",14:03,4,1,鹿島,京都,52,26,17.6,43,17254,6,14,4,28,37496,3,2009
947,11645,"2009,4,4",15:05,4,1,川崎F,名古屋,55,12,18.3,42,20148,6,15,4,10,26827,6,2009
948,11646,"2009,4,4",16:03,4,1,浦和,大分,29,12,17.4,41,45542,6,16,4,20,62010,7,2009
949,11647,"2009,4,4",16:03,4,1,新潟,横浜FM,45,32,11.8,64,32022,6,16,4,13,41684,19,2009
950,11648,"2009,4,4",19:04,4,1,柏,大宮,42,32,14.1,55,8727,6,19,4,17,15109,8,2009
